fixation id,confidence,norm_pos_x,norm_pos_y,dispersion,duration,method,timestamp
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
441.0,0.9941365871673975,0.5226937237497403,0.5459649541850868,0.3585488285496802,303.9610000000721,3.0,2728.106759376118
